sizes	flex_filter_forward	flex_filter_backward	const_filter_forward	const_filter_backward
347	0.154001	0.00300121	0.143996	0.00300241	0	0
410	0.197999	0.00399876	0.302999	0.162003	0	0
398	0.218001	0.00299811	0.23	0.00300121	0	0
477	0.227003	0.00399852	0.233999	0.00299978	0	0
394	0.141998	0.00300336	0.136003	0.00299978	0	0
410	0.110996	0.00299978	0.266002	0.229998	0	0
335	0.117001	0.00300312	0.132004	0.0109973	0	0
391	0.230002	0.00300002	0.216004	0.00299954	0	0
450	0.251	0.00299954	0.260999	0.00300407	0	0
463	0.337998	0.00300145	0.490001	0.271002	0	0
538	0.197002	0.00399661	0.393997	0.339002	0	0
386	0.0769982	0.00300217	0.164999	0.0899999	0	0
311	0.125001	0.00299883	0.226997	0.133001	0	0
415	0.140997	0.00300074	0.154998	0.00400233	0	0
215	0.0259998	0.00200105	0.0249963	0.00199962	0	0
225	0.0190001	0.00100064	0.026	0.00600219	0	0
258	0.0230002	0.00200295	0.0269976	0.00499916	0	0
273	0.0350049	0.00199676	0.0329943	0.00200033	0	0
281	0.035002	0.00200057	0.0289996	0.00199962	0	0
325	0.019001	0.00199842	0.0230005	0.0059979	0	0
249	0.0280015	0.00199914	0.0330005	0.00200057	0	0
254	0.0210023	0.00100017	0.0219975	0.00100017	0	0
332	0.0350003	0.0019989	0.0329993	0.00200057	0	0
339	0.0519993	0.00200248	0.0599978	0.00200152	0	0
340	0.0229979	0.00199914	0.0240004	0.00200272	0	0
321	0.0350003	0.00199819	0.0329974	0.00200224	0	0
323	0.0469987	0.000999928	0.070997	0.0230031	0	0
348	0.0649998	0.00200057	0.0609992	0.0010016	0	0
385	0.0290005	0.00200129	0.0320005	0.00500131	0	0
408	0.0280023	0.00199914	0.0229998	0.00200009	0	0
335	0.0249913	0.000998259	0.027	0.00199771	0	0
370	0.0230007	0.00200033	0.0369995	0.0100012	0	0
390	0.0349994	0.00200057	0.0409982	0.00200415	0	0
342	0.0479982	0.00199962	0.0609996	0.0109994	0	0
386	0.0380015	0.00200129	0.0419998	0.00200081	0	0
412	0.0540009	0.00199914	0.0539989	0.00200105	0	0
411	0.0309956	0.00200057	0.032002	0.00199795	0	0
399	0.0310004	0.000998259	0.0329995	0.00200009	0	0
343	0.024997	0.00200248	0.0290017	0.00200057	0	0
339	0.0440013	0.0019989	0.0420005	0.00200248	0	0
403	0.0730026	0.00199747	0.0699999	0.00199914	0	0
426	0.0740016	0.00199986	0.0759988	0.00200033	0	0
498	0.0580029	0.00199747	0.0560002	0.00200033	0	0
472	0.0459971	0.00199986	0.0559998	0.0110002	0	0
410	0.0450008	0.00300121	0.0480003	0.0010004	0	0
421	0.0409992	0.00200057	0.038002	0.00299859	0	0
472	0.0530009	0.00200081	0.0509996	0.00200009	0	0
528	0.0760007	0.0019989	0.077003	0.00199842	0	0
541	0.0319991	0.00300312	0.0340002	0.00400424	0	0
458	0.0519996	0.00200105	0.0459981	0.00300193	0	0
401	0.0499997	0.00100064	0.0699995	0.0180006	0	0
508	0.0469966	0.002002	0.099998	0.0729992	0	0
463	0.0500002	0.00300241	0.0970001	0.0550032	0	0
403	0.0449975	0.00199771	0.0699956	0.0150034	0	0
445	0.0349994	0.00200152	0.0400033	0.00099802	0	0
453	0.0269966	0.00200009	0.0319982	0.00499964	0	0
381	0.041995	0.00200009	0.0439999	0.00300193	0	0
351	0.0689998	0.00200057	0.0730057	0.00199962	0	0
439	0.0539992	0.00200343	0.0619974	0.00200057	0	0
494	0.0890024	0.00199699	0.0979986	0.00200009	0	0
529	0.0610018	0.00199938	0.0609984	0.002002	0	0
503	0.0460002	0.00200033	0.0479982	0.00200033	0	0
450	0.0970016	0.00199866	0.105001	0.00199866	0	0
489	0.0699966	0.00200272	0.155999	0.113003	0	0
517	0.161999	0.00299716	0.247998	0.0610015	0	0
583	0.0739965	0.00199962	0.080004	0.00199771	0	0
611	0.107998	0.00300193	0.115	0.00300455	0	0
561	0.0809984	0.00200057	0.0789983	0.00299883	0	0
563	0.0509996	0.00200009	0.0670061	0.00299907	0	0
529	0.0850019	0.00299644	0.0909986	0.00300097	0	0
559	0.0680013	0.00199819	0.0709984	0.00300002	0	0
572	0.126998	0.00299931	0.128999	0.0030005	0	0
590	0.0539992	0.00200033	0.116002	0.0700037	0	0
545	0.0909944	0.00200033	0.0909956	0.00300026	0	0
476	0.0840054	0.00200105	0.134	0.0370009	0	0
518	0.0720034	0.00200081	0.0919983	0.0159979	0	0
531	0.102997	0.00300097	0.0989976	0.00200152	0	0
566	0.16	0.00200295	0.152997	0.00200105	0	0
593	0.207	0.00300145	0.206997	0.00500107	0	0
637	0.048995	0.00199986	0.0509982	0.00199795	0	0
547	0.124001	0.00300288	0.119	0.00299954	0	0
479	0.0590007	0.00199795	0.0590048	0.00299859	0	0
544	0.156	0.00299978	0.151999	0.00199986	0	0
562	0.145	0.00199723	0.134001	0.00200081	0	0
600	0.156004	0.00199723	0.161001	0.0030005	0	0
604	0.105999	0.00300002	0.112003	0.00299907	0	0
557	0.180004	0.00399828	0.250997	0.0700021	0	0
621	0.0660024	0.00199723	0.0780008	0.0160007	0	0
598	0.207001	0.00299978	0.194999	0.00200057	0	0
553	0.112998	0.00200105	0.103	0.00200176	0	0
618	0.118997	0.00300097	0.120996	0.0030005	0	0
619	0.0929999	0.00200057	0.0990005	0.00300074	0	0
553	0.0609994	0.00199986	0.164001	0.119999	0	0
509	0.114997	0.00200105	0.146999	0.0189996	0	0
612	0.152999	0.00299859	0.153999	0.00200486	0	0
680	0.0870016	0.00299931	0.130001	0.0379987	0	0
664	0.0699999	0.00299668	0.0709963	0.00200057	0	0
568	0.120999	0.00200081	0.185	0.0840015	0	0
503	0.104001	0.00200129	0.105	0.00200319	0	0
610	0.0839972	0.00200081	0.0770011	0.00199842	0	0
626	0.142997	0.00400424	0.159001	0.0179996	0	0
593	0.147998	0.00300026	0.195996	0.0670023	0	0
602	0.125002	0.00199819	0.221002	0.133002	0	0
631	0.105998	0.00199986	0.263002	0.205002	0	0
589	0.0839999	0.00200105	0.0899987	0.00299883	0	0
535	0.108	0.00200295	0.233996	0.155002	0	0
596	0.131	0.00200105	0.236997	0.121	0	0
651	0.146	0.00300121	0.278003	0.194999	0	0
712	0.0870016	0.00300145	0.0890043	0.00200105	0	0
668	0.196001	0.00400114	0.201002	0.00299811	0	0
638	0.264997	0.0010016	0.280997	0.014004	0	0
801	0.193002	0.00300026	0.328997	0.234002	0	0
763	0.291	0.00300193	0.302	0.00300336	0	0
695	0.108997	0.00200081	0.199002	0.127997	0	0
692	0.215001	0.00299931	0.219003	0.0029974	0	0
705	0.123003	0.00299954	0.120998	0.00199986	0	0
672	0.130999	0.00300145	0.128002	0.00300097	0	0
628	0.153	0.00200319	0.153998	0.00200081	0	0
701	0.228002	0.0019989	0.231997	0.00300336	0	0
753	0.176999	0.00300336	0.232999	0.0409997	0	0
775	0.14	0.00299954	0.133997	0.00400043	0	0
707	0.107997	0.00300169	0.113	0.00300336	0	0
592	0.166007	0.00199747	0.175002	0.00299716	0	0
646	0.128999	0.00199962	0.128999	0.00300121	0	0
755	0.281993	0.0030036	0.574002	0.631998	0	0
842	0.218001	0.00299501	0.466999	0.448004	0	0
809	0.221003	0.00299811	0.384999	0.228003	0	0
763	0.156003	0.00299954	0.184998	0.0190029	0	0
719	0.109	0.00300026	0.278006	0.254995	0	0
626	0.168996	0.00200176	0.305998	0.218005	0	0
698	0.107001	0.00299835	0.202	0.105	0	0
771	0.173999	0.00400376	0.307001	0.258003	0	0
717	0.165	0.00300074	0.331001	0.262999	0	0
680	0.131002	0.00199819	0.180999	0.0639994	0	0
684	0.149	0.00400043	0.147002	0.00199938	0	0
710	0.182	0.00199938	0.184001	0.00299859	0	0
747	0.204997	0.00299978	0.282999	0.109001	0	0
815	0.181999	0.00300312	0.192996	0.0060029	0	0
804	0.217996	0.00300169	0.198998	0.00300145	0	0
766	0.108	0.00300145	0.235001	0.167	0	0
700	0.127	0.00299907	0.181	0.0800002	0	0
692	0.153004	0.00199938	0.180998	0.0170009	0	0
778	0.18	0.00299859	0.295997	0.154002	0	0
843	0.311997	0.00300288	0.748003	0.871994	0	0
905	0.167	0.00300002	0.205	0.00399971	0	0
857	0.149	0.00399756	0.238996	0.107003	0	0
668	0.178	0.00300288	0.185997	0.00300074	0	0
688	0.129001	0.0019989	0.13	0.00299978	0	0
311	0.0389996	0.00199819	0.0359991	0.00200224	0	0
343	0.0479977	0.00200129	0.044997	0.00200105	0	0
367	0.0609987	0.00200105	0.0599966	0.00200224	0	0
402	0.0690017	0.00199866	0.119001	0.0459983	0	0
418	0.036001	0.00200057	0.0689976	0.0259998	0	0
386	0.0600002	0.00199747	0.0559967	0.00300026	0	0
380	0.052	0.00200176	0.0589986	0.00199819	0	0
413	0.0369995	0.00200391	0.0430026	0.00200033	0	0
459	0.090997	0.00200415	0.231001	0.206998	0	0
480	0.0429976	0.0030005	0.0569978	0.00300002	0	0
464	0.0779977	0.00199962	0.201998	0.182006	0	0
474	0.0779996	0.00200152	0.0810046	0.00299931	0	0
469	0.101999	0.00300097	0.0999994	0.00200176	0	0
520	0.0390005	0.00300288	0.0709999	0.0400012	0	0
560	0.0409968	0.00300193	0.112	0.0680001	0	0
523	0.078002	0.00199747	0.211	0.171002	0	0
546	0.0489993	0.00300169	0.0460007	0.00300169	0	0
511	0.0549989	0.00300169	0.0500035	0.00299907	0	0
540	0.0920019	0.0029974	0.217997	0.197002	0	0
524	0.0700006	0.00300026	0.076	0.00199771	0	0
555	0.0809994	0.00299788	0.0780005	0.00300002	0	0
593	0.0580001	0.00300026	0.133002	0.0989995	0	0
579	0.0599985	0.00300336	0.100002	0.0519977	0	0
524	0.0659981	0.00300026	0.0640013	0.00300336	0	0
518	0.0680003	0.00200224	0.0699983	0.00300145	0	0
515	0.125003	0.00300026	0.124	0.00299907	0	0
587	0.119998	0.00299978	0.298996	0.304001	0	0
632	0.0949993	0.00300312	0.109008	0.00299692	0	0
682	0.0890017	0.00400305	0.0920022	0.00399756	0	0
628	0.101999	0.00400066	0.223996	0.154	0	0
608	0.102999	0.00300121	0.111998	0.00400209	0	0
641	0.111006	0.00299644	0.269004	0.247	0	0
717	0.118999	0.00299692	0.251	0.201	0	0
753	0.0780036	0.00399852	0.106999	0.0300019	0	0
699	0.0989993	0.00399995	0.106999	0.00399995	0	0
649	0.0999999	0.00400066	0.104999	0.00399923	0	0
655	0.0749986	0.00300217	0.0729952	0.00300097	0	0
648	0.0809982	0.00400066	0.0799985	0.00300074	0	0
658	0.0960019	0.0039978	0.0960014	0.00299883	0	0
596	0.0930002	0.00299931	0.176003	0.115999	0	0
643	0.075	0.00300217	0.084003	0.00399947	0	0
590	0.0900025	0.00400233	0.0809975	0.00300074	0	0
542	0.135003	0.00299859	0.146001	0.0210006	0	0
566	0.102997	0.00299883	0.101002	0.00199938	0	0
646	0.155997	0.00400186	0.144998	0.00400352	0	0
725	0.105002	0.00300241	0.0990019	0.00400281	0	0
722	0.119002	0.00399804	0.290996	1.662	0	0
687	0.212001	0.00300026	0.208001	0.00400281	0	0
674	0.136003	0.00299621	0.315002	0.279999	0	0
691	0.27	0.00300169	0.493997	0.445004	0	0
797	0.155997	0.00400114	0.169999	0.00400066	0	0
806	0.211002	0.00399756	0.537998	3.769	0	0
847	0.226995	0.0040009	0.418	0.367002	0	0
779	0.12	0.00400138	0.329998	1.999	0	0
791	0.165001	0.00399947	0.177	0.00400066	0	0
778	0.161001	0.00400043	0.164004	0.00400352	0	0
787	0.201998	0.00399947	0.325999	0.155998	0	0
833	0.122999	0.00400066	0.133001	0.00399995	0	0
777	0.179	0.00400329	0.218003	0.0359967	0	0
744	0.180002	0.00399995	0.197	0.00500154	0	0
699	0.159998	0.0030036	0.175999	0.00900388	0	0
741	0.182	0.00399923	0.190994	0.00400162	0	0
764	0.239	0.00300074	0.246997	0.00500178	0	0
793	0.352	0.00400043	0.359998	0.00300002	0	0
853	0.121004	0.00499678	0.121997	0.00400066	0	0
792	0.211999	0.00699949	0.211002	0.00899744	0	0
756	0.174001	0.00400043	0.173998	0.00300384	0	0
709	0.210003	0.00300503	0.234998	0.0130014	0	0
772	0.241999	0.00400233	0.393997	0.252001	0	0
799	0.298997	0.00299931	0.666997	0.776001	0	0
820	0.217997	0.00400162	0.235003	0.00399685	0	0
820	0.383	0.00400209	0.367997	0.00500178	0	0
848	0.134997	0.00400233	0.131999	0.00399947	0	0
815	0.284002	0.00500083	0.656998	4.943	0	0
841	0.294	0.00400257	0.286002	0.00300002	0	0
809	0.188001	0.00499964	0.172998	0.00399733	0	0
851	0.195999	0.00400233	0.190999	0.00500464	0	0
812	0.145	0.00500226	0.130997	0.0049994	0	0
771	0.277998	0.00400281	0.262999	0.0030005	0	0
803	0.282006	0.00399661	0.246	0.00199866	0	0
878	0.243005	0.00499463	0.198	0.00400138	0	0
959	0.157999	0.00500035	0.307997	0.258001	0	0
845	0.225001	0.00500178	0.218012	0.00899076	0	0
793	0.257006	0.00399971	0.249002	0.00400019	0	0
783	0.156001	0.00399923	0.163001	0.0149977	0	0
865	0.257999	0.0040009	0.266994	0.00399995	0	0
858	0.324995	0.0040009	0.308001	0.00400257	0	0
835	0.255004	0.00599766	0.238	0.00500584	0	0
853	0.241	0.00400066	0.206001	0.00400066	0	0
847	0.195	0.00500035	0.383999	0.350001	0	0
800	0.263	0.00399804	0.261002	0.0100014	0	0
821	0.252003	0.00399852	0.363999	0.209998	0	0
848	0.290997	0.00400186	0.279001	0.00300002	0	0
998	0.194999	0.00500059	0.196999	0.00499821	0	0
917	0.322997	0.00600314	0.694999	4.649	0	0
964	0.584005	0.00499773	1.298	10.254	0	0
1000	0.306999	0.00399876	0.637999	4.176	0	0
1033	0.476002	0.00700045	0.446	0.00599861	0	0
1052	0.283004	0.00499487	0.299997	0.0800011	0	0
946	0.346	0.00500178	0.338999	0.00500369	0	0
1001	0.245002	0.00600004	0.434998	0.332	0	0
941	0.226	0.00500226	0.511998	3.21001	0	0
928	0.360998	0.0100012	0.365998	0.00500131	0	0
954	0.341999	0.00400329	0.358997	0.00400281	0	0
994	0.433999	0.00400376	0.457998	0.00500226	0	0
1074	0.266002	0.00499964	0.283998	0.00399876	0	0
1020	0.201	0.00599909	0.446	2.517	0	0
924	0.363	0.00300121	0.368	0.00500083	0	0
900	0.292999	0.00300097	0.308002	0.013998	0	0
969	0.436	0.00299788	0.436996	0.00500226	0	0
1121	0.407001	0.00399876	0.790998	4.497	0	0
1121	0.358999	0.00700378	0.382996	0.0070045	0	0
1109	0.299001	0.0039978	0.292002	0.00499845	0	0
1032	0.187	0.00500178	0.179999	0.00799799	0	0
951	0.330999	0.00499582	0.454	0.214001	0	0
971	0.244002	0.00499749	0.257996	0.00500131	0	0
1018	0.242001	0.00400114	0.260001	0.00700092	0	0
1035	0.301012	0.00598693	0.427999	0.214001	0	0
996	0.299	0.00500298	0.306001	0.00500059	0	0
956	0.324997	0.00500178	0.698997	4.561	0	0
1008	0.331003	0.0049994	0.575001	0.453999	0	0
1001	0.400001	0.00499868	0.558002	0.209001	0	0
1121	0.333997	0.0050025	0.348	0.0099988	0	0
1100	0.333001	0.00599837	0.326999	0.00500154	0	0
1120	0.217003	0.00599885	0.223999	0.006001	0	0
1017	0.277004	0.0119953	0.275	0.00600338	0	0
1020	0.332997	0.00300074	0.362998	0.00500107	0	0
1048	0.291	0.00500011	0.443997	0.182005	0	0
1134	0.531999	0.00500035	0.540999	0.00600243	0	0
1218	0.328	0.00600314	0.733997	3.583	0	0
1183	0.250001	0.00599909	0.42199	0.214003	0	0
1084	0.367001	0.0070014	0.707001	3.623	0	0
1000	0.289999	0.00400162	0.338997	0.025002	0	0
423	0.0619969	0.00300097	0.0549996	0.00299931	0	0
436	0.0789988	0.00300002	0.158	0.106001	0	0
489	0.107999	0.00300097	0.331997	0.372998	0	0
517	0.052994	0.00400162	0.173995	0.159005	0	0
470	0.0849996	0.00300026	0.0899968	0.00400257	0	0
500	0.0929973	0.0030036	0.096	0.0030055	0	0
524	0.0709987	0.00300169	0.073997	0.00300121	0	0
535	0.116999	0.0030005	0.342001	0.389003	0	0
587	0.0640011	0.00299764	0.0749979	0.00400066	0	0
590	0.109	0.00400019	0.343	0.380004	0	0
595	0.108998	0.00300121	0.181999	0.0680017	0	0
605	0.142999	0.00300002	0.271	0.186002	0	0
628	0.0700006	0.00299907	0.0739996	0.00400209	0	0
693	0.0620003	0.00400448	0.0700004	0.00399971	0	0
664	0.142998	0.00300121	0.433006	3.037	0	0
708	0.0860045	0.00399852	0.100998	0.008003	0	0
675	0.0899997	0.00399804	0.101996	0.0040009	0	0
656	0.122	0.00400209	0.133001	0.00499988	0	0
706	0.114001	0.00400424	0.121007	0.0099957	0	0
681	0.116998	0.0030005	0.118999	0.00399923	0	0
724	0.0790062	0.00400019	0.0820005	0.00400472	0	0
750	0.0789983	0.00500131	0.0830011	0.00500202	0	0
693	0.098002	0.00400209	0.121997	0.0250013	0	0
685	0.115	0.00400448	0.242002	0.198999	0	0
685	0.160995	0.00400114	0.155001	0.00400043	0	0
688	0.158999	0.00399923	0.287001	0.179998	0	0
782	0.153002	0.00499868	0.348001	0.337999	0	0
805	0.124998	0.00500178	0.123001	0.00499964	0	0
827	0.165998	0.00500131	0.160999	0.00500274	0	0
804	0.165003	0.00399876	0.166998	0.00399971	0	0
805	0.147006	0.00399876	0.213	0.084002	0	0
865	0.182	0.00500011	0.181004	0.00499821	0	0
928	0.128	0.00600219	0.115002	0.00599861	0	0
890	0.183999	0.00600195	0.161998	0.00600386	0	0
873	0.156	0.00500035	0.158004	0.00599837	0	0
887	0.120998	0.00400019	0.306	1.592	0	0
791	0.132999	0.00500035	0.140996	0.00500131	0	0
836	0.146003	0.00399852	0.257001	0.161002	0	0
832	0.146999	0.00500345	0.148997	0.00500107	0	0
774	0.106995	0.00400019	0.296002	1.842	0	0
756	0.152992	0.00500703	0.17	0.00500083	0	0
735	0.176007	0.00499272	0.18	0.00700092	0	0
737	0.192012	0.00398517	0.189997	0.004004	0	0
759	0.203001	0.00399971	0.302999	0.174998	0	0
854	0.138998	0.00500059	0.175999	0.0510013	0	0
908	0.169001	0.00599861	0.167001	0.00599885	0	0
888	0.248	0.00600243	0.242998	0.00500083	0	0
880	0.215997	0.00500083	0.196996	0.00499964	0	0
860	0.312	0.00400138	0.323997	0.0240014	0	0
952	0.227998	0.00500131	0.214002	0.00499725	0	0
996	0.300001	0.00600719	0.287001	0.00499964	0	0
1017	0.282998	0.00700712	0.280997	0.00800133	0	0
1031	0.214001	0.0069983	0.199001	0.00699997	0	0
989	0.241	0.00499892	0.465001	2.369	0	0
1021	0.297997	0.00400281	0.615999	3.317	0	0
982	0.31	0.00700498	0.309	0.00600004	0	0
1028	0.174004	0.00599623	0.266998	0.136	0	0
999	0.264	0.00600195	0.254995	0.00600004	0	0
948	0.303997	0.00600147	0.616998	4.156	0	0
941	0.294998	0.00800204	0.563003	3.349	0	0
896	0.267998	0.00500011	0.603997	2.606	0	0
948	0.333001	0.0080049	0.312	0.00500107	0	0
970	0.501	0.00600195	0.465997	0.0079999	0	0
1029	0.184999	0.00600219	0.183	0.006001	0	0
985	0.267	0.00600123	0.271998	0.0069983	0	0
973	0.261	0.00400114	0.577001	3.885	0	0
955	0.356002	0.00399804	0.88	7.019	0	0
919	0.296998	0.00500107	0.495002	0.312999	0	0
983	0.338997	0.00500131	0.712999	3.991	0	0
989	0.280004	0.0109968	0.317992	0.00699496	0	0
1011	0.492	0.00400162	0.549999	0.00699973	0	0
1063	0.184002	0.00599909	0.299996	0.100002	0	0
1024	0.378001	0.00499868	0.687	0.492999	0	0
1031	0.356997	0.00599909	0.859999	6.109	0	0
1051	0.296996	0.00400066	0.656	4.269	0	0
1024	0.254999	0.0040009	0.376	0.197001	0	0
1009	0.21	0.00699878	0.221003	0.0069983	0	0
1007	0.361	0.00800109	0.380997	0.00700641	0	0
1030	0.376996	0.0060041	0.592	0.413001	0	0
1038	0.326012	0.00598907	0.328	0.00600076	0	0
1132	0.208	0.00700665	0.398001	2.208	0	0
1114	0.314994	0.00800085	0.315999	0.00500011	0	0
1052	0.342	0.00700641	0.611001	3.159	0	0
1040	0.265	0.00700474	0.595999	3.563	0	0
1017	0.326001	0.0060029	0.319	0.00600195	0	0
1072	0.448001	0.00799751	0.891996	6.566	0	0
1066	0.316999	0.00700045	0.629997	3.632	0	0
1063	0.285005	0.00699592	0.278001	0.00400209	0	0
1048	0.251997	0.00500059	0.270996	0.0330024	0	0
1035	0.380005	0.00599957	0.378999	0.00600171	0	0
1049	0.318001	0.00400209	0.310997	0.006001	0	0
1047	0.422003	0.00399899	0.485998	0.0810015	0	0
1172	0.252001	0.00599933	0.252997	0.00600052	0	0
